Id,Firstname,Surname,Borncountry,Borncountry code,Born city,Gender,Year,Category,Motivation,Organization name,Organization city,Organization country,latitude,longitude
614,Johannes V.,Jensen,Denmark,DK,Farsø,male,1944,Literature,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold freshly creative style""",,,,,
674,Dario,Fo,Italy,IT,Leggiuno-Sangiano,male,1997,Literature,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",,,,,
732,James J.,Heckman,USA,US,Chicago IL,male,2000,Economics,"""for his development of theory and methods for analyzing selective samples""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
737,Sir Paul,Nurse,United Kingdom,GB,Norwich,male,2001,Medicine,"""for their discoveries of key regulators of the cell cycle""",Imperial Cancer Research Fund,London,United Kingdom,,
751,H. Robert,Horvitz,USA,US,Chicago IL,male,2002,Medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
761,Imre,Kertész,Hungary,HU,Budapest,male,2002,Literature,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",,,,,
769,Peter,Agre,USA,US,Northfield MN,male,2003,Chemistry,"""for the discovery of water channels""",Johns Hopkins University School of Medicine,Baltimore MD,USA,45.68753334,-112.4943339
770,Roderick,MacKinnon,USA,US,Burlington MA,male,2003,Chemistry,"""for structural and mechanistic studies of ion channels""",Rockefeller University,New York NY,USA,45.68753334,-112.4943339
772,Clive W.J.,Granger,United Kingdom,GB,Swansea,male,2003,Economics,"""for methods of analyzing economic time series with common trends (cointegration)""",University of California,San Diego CA,USA,45.68753334,-112.4943339
808,Orhan,Pamuk,Turkey,TR,Istanbul,male,2006,Literature,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",,,,,
881,European Union,,,,,org,2012,Peace,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",,,,,
960,Arthur,Ashkin,USA,US,New York NY,male,2018,Physics,"""for the optical tweezers and their application to biological systems""",Bell Laboratories,Holmdel NJ,USA,45.68753334,-112.4943339
987,Charles,Rice,USA,US,Sacramento CA,male,2020,Medicine,"""for the discovery of Hepatitis C virus""",Rockefeller University,New York NY,USA,45.68753334,-112.4943339
6,Marie,Curie,Russian Empire (now Poland),PL,Warsaw,female,1911,Chemistry,"""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element""",Sorbonne University,Paris,France,42.18202918,-2.754422149
10,J.J.,Thomson,United Kingdom,GB,Cheetham Hill,male,1906,Physics,"""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases""",University of Cambridge,Cambridge,United Kingdom,,
35,Owen Willans,Richardson,United Kingdom,GB,Dewsbury,male,1928,Physics,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",London University,London,United Kingdom,,
120,Kai M.,Siegbahn,Sweden,SE,Lund,male,1981,Physics,"""for his contribution to the development of high-resolution electron spectroscopy""",Uppsala University,Uppsala,Sweden,62.7773784,16.75428435
139,Henry W.,Kendall,USA,US,Boston MA,male,1990,Physics,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
144,Joseph H.,Taylor Jr.,USA,US,Philadelphia PA,male,1993,Physics,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",Princeton University,Princeton NJ,USA,45.68753334,-112.4943339
165,Henri,Moissan,France,FR,Paris,male,1906,Chemistry,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine and for the adoption in the service of science of the electric furnace called after him""",Sorbonne University,Paris,France,42.18202918,-2.754422149
197,Paul,Karrer,Russia,RU,Moscow,male,1937,Chemistry,"""for his investigations on carotenoids flavins and vitamins A and B2""",University of Zurich,Zurich,Switzerland,46.79908592,8.215912662
491,Gustav,Stresemann,Germany,DE,Berlin,male,1926,Peace,"""for their crucial role in bringing about the Locarno Treaty""",,,,,
509,American Friends Service Committee,,,,,org,1947,Peace,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",,,,,
515,Office of the United Nations High Commissioner for Refugees,,,,,org,1981,Peace,"""for promoting the fundamental rights of refugees""",,,,,
544,Alfonso,García Robles,Mexico,MX,Zamora,male,1982,Peace,"""for their work for disarmament and nuclear and weapon-free zones""",,,,,
578,Rudolf,Eucken,East Friesland (now Germany),DE,Aurich,male,1908,Literature,"""in recognition of his earnest search for truth his penetrating power of thought his wide range of vision and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",,,,,
597,Grazia,Deledda,Italy,IT,Nuoro Sardinia,female,1926,Literature,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",,,,,
606,Ivan,Bunin,Russia,RU,Voronezh,male,1933,Literature,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",,,,,
631,Saint-John,Perse,Guadeloupe Island,GP,Pointe-à-Pitre,male,1960,Literature,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",,,,,
672,Seamus,Heaney,Northern Ireland,GB,Casteldàwson,male,1995,Literature,"""for works of lyrical beauty and ethical depth which exalt everyday miracles and the living past""",,,,,
694,Lawrence R.,Klein,USA,US,Omaha NE,male,1980,Economics,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",University of Pennsylvania,Philadelphia PA,USA,45.68753334,-112.4943339
704,Harry M.,Markowitz,USA,US,Chicago IL,male,1990,Economics,"""for their pioneering work in the theory of financial economics""",City University of New York,New York NY,USA,45.68753334,-112.4943339
723,Paul,Greengard,USA,US,New York NY,male,2000,Medicine,"""for their discoveries concerning signal transduction in the nervous system""",Rockefeller University,New York NY,USA,45.68753334,-112.4943339
731,Hideki,Shirakawa,Japan,JP,Tokyo,male,2000,Chemistry,"""for the discovery and development of conductive polymers""",University of Tsukuba,Tsukuba,Japan,37.55262259,137.9799595
741,William,Knowles,USA,US,Taunton MA,male,2001,Chemistry,"""for their work on chirally catalysed hydrogenation reactions""",,,,,
745,A. Michael,Spence,USA,US,Montclair NJ,male,2001,Economics,"""for their analyses of markets with asymmetric information""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
797,International Atomic Energy Agency,,,,,org,2005,Peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,,,,
804,John C.,Mather,USA,US,Roanoke VA,male,2006,Physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",NASA Goddard Space Flight Center,Greenbelt MD,USA,45.68753334,-112.4943339
812,Sir Martin J.,Evans,United Kingdom,GB,Stroud,male,2007,Medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Cardiff University,Cardiff,United Kingdom,,
814,Albert,Fert,France,FR,Carcassonne,male,2007,Physics,"""for the discovery of Giant Magnetoresistance""",Universit&eacute; Paris-Sud,Orsay,France,42.18202918,-2.754422149
815,Peter,Grünberg,Czechoslovakia (now Czech Republic),CZ,Plzen,male,2007,Physics,"""for the discovery of Giant Magnetoresistance""",Forschungszentrum J&uuml;lich,Jülich,Germany,51.10627344,10.38171087
828,Toshihide,Maskawa,Japan,JP,Nagoya,male,2008,Physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Kyoto Sangyo University,Kyoto,Japan,37.55262259,137.9799595
848,Robert G.,Edwards,United Kingdom,GB,Batley,male,2010,Medicine,"""for the development of in vitro fertilization""",University of Cambridge,Cambridge,United Kingdom,,
863,Ralph M.,Steinman,Canada,CA,Montreal,male,2011,Medicine,"""for his discovery of the dendritic cell and its role in adaptive immunity""",Rockefeller University,New York NY,USA,45.68753334,-112.4943339
864,Saul,Perlmutter,USA,US,Champaign-Urbana IL,male,2011,Physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Lawrence Berkeley National Laboratory,Berkeley CA,USA,45.68753334,-112.4943339
874,Sir John B.,Gurdon,United Kingdom,GB,Dippenhall,male,2012,Medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Gurdon Institute,Cambridge,United Kingdom,,
913,Kailash,Satyarthi,India,IN,Vidisha,male,2014,Peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",,,,,
916,William C.,Campbell,Ireland,IE,Ramelton,male,2015,Medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Drew University,Madison NJ,USA,45.68753334,-112.4943339
937,Bob,Dylan,USA,US,Duluth MN,male,2016,Literature,"""for having created new poetic expressions within the great American song tradition""",,,,,
972,Gregg,Semenza,USA,US,New York NY,male,2019,Medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",Johns Hopkins University,Baltimore MD,USA,45.68753334,-112.4943339
236,Lars,Onsager,Norway,NO,Kristiania (now Oslo),male,1968,Chemistry,"""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes""",Yale University,New Haven CT,USA,45.68753334,-112.4943339
265,Yuan T.,Lee,Taiwan,TW,Hsinchu,male,1986,Chemistry,"""for their contributions concerning the dynamics of chemical elementary processes""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
273,Sidney,Altman,Canada,CA,Montreal,male,1989,Chemistry,"""for their discovery of catalytic properties of RNA""",Yale University,New Haven CT,USA,45.68753334,-112.4943339
281,Paul J.,Crutzen,the Netherlands,NL,Amsterdam,male,1995,Chemistry,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",Max-Planck-Institut für Chemie,Mainz,Germany,51.10627344,10.38171087
294,Ronald,Ross,India,IN,Almora,male,1902,Medicine,"""for his work on malaria by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",University College,Liverpool,United Kingdom,,
313,Frederick G.,Banting,Canada,CA,Alliston,male,1923,Medicine,"""for the discovery of insulin""",University of Toronto,Toronto,Canada,61.37656007,-98.29453737
385,Ragnar,Granit,Russian Empire (now Finland),FI,Helsinki,male,1967,Medicine,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",Karolinska Institutet,Stockholm,Sweden,62.7773784,16.75428435
390,Marshall W.,Nirenberg,USA,US,New York NY,male,1968,Medicine,"""for their interpretation of the genetic code and its function in protein synthesis""",National Institutes of Health,Bethesda MD,USA,45.68753334,-112.4943339
426,Bengt I.,Samuelsson,Sweden,SE,Halmstad,male,1982,Medicine,"""for their discoveries concerning prostaglandins and related biologically active substances""",Karolinska Institutet,Stockholm,Sweden,62.7773784,16.75428435
47,Ernest,Lawrence,USA,US,Canton SD,male,1939,Physics,"""for the invention and development of the cyclotron and for results obtained with it especially with regard to artificial radioactive elements""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
51,Percy W.,Bridgman,USA,US,Cambridge MA,male,1946,Physics,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
52,Edward V.,Appleton,United Kingdom,GB,Bradford,male,1947,Physics,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",Department of Scientific and Industrial Research,London,United Kingdom,,
73,Owen,Chamberlain,USA,US,San Francisco CA,male,1959,Physics,"""for their discovery of the antiproton""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
83,Aleksandr M.,Prokhorov,Australia,AU,Atherton,male,1964,Physics,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),61.98434174,96.69345577
97,Leo,Esaki,Japan,JP,Osaka,male,1973,Physics,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",IBM Thomas J. Watson Research Center,Yorktown Heights NY,USA,45.68753334,-112.4943339
213,Glenn T.,Seaborg,USA,US,Ishpeming MI,male,1951,Chemistry,"""for their discoveries in the chemistry of the transuranium elements""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
232,Robert S.,Mulliken,USA,US,Newburyport MA,male,1966,Chemistry,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
290,Walter,Kohn,Austria,AT,Vienna,male,1998,Chemistry,"""for his development of the density-functional theory""",University of California,Santa Barbara CA,USA,45.68753334,-112.4943339
322,Otto,Warburg,Germany,DE,Freiburg im Breisgau,male,1931,Medicine,"""for his discovery of the nature and mode of action of the respiratory enzyme""",Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,51.10627344,10.38171087
398,Gerald M.,Edelman,USA,US,New York NY,male,1972,Medicine,"""for their discoveries concerning the chemical structure of antibodies""",Rockefeller University,New York NY,USA,45.68753334,-112.4943339
400,Karl,von Frisch,Austria,AT,Vienna,male,1973,Medicine,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",Zoologisches Institut der Universität München,Munich,Germany,51.10627344,10.38171087
444,Erwin,Neher,Germany,DE,Landsberg,male,1991,Medicine,"""for their discoveries concerning the function of single ion channels in cells""",Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany,51.10627344,10.38171087
461,Günter,Blobel,Germany (now Poland),PL,Waltersdorf (now Niegoslawice),male,1999,Medicine,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",Rockefeller University,New York NY,USA,45.68753334,-112.4943339
466,Randal,Cremer,United Kingdom,GB,Fareham,male,1903,Peace,"""for his longstanding and devoted effort in favour of the ideas of peace and arbitration""",,,,,
513,Albert,Schweitzer,Germany (now France),FR,Kaysersberg,male,1952,Peace,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",,,,,
545,Lech,Walesa,Poland,PL,Popowo,male,1983,Peace,"""for non-violent struggle for free trade unions and human rights in Poland""",,,,,
586,Karl,Gjellerup,Denmark,DK,Roholte,male,1917,Literature,"""for his varied and rich poetry which is inspired by lofty ideals""",,,,,
605,John,Galsworthy,United Kingdom,GB,Kingston Hill,male,1932,Literature,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",,,,,
647,Heinrich,Böll,Germany,DE,Cologne,male,1972,Literature,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",,,,,
689,Bertil,Ohlin,Sweden,SE,Klippan,male,1977,Economics,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",Stockholm School of Economics,Stockholm,Sweden,62.7773784,16.75428435
702,Maurice,Allais,France,FR,Paris,male,1988,Economics,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",École Nationale Supérieur des Mines de Paris,Paris,France,42.18202918,-2.754422149
771,Robert F.,Engle III,USA,US,Syracuse NY,male,2003,Economics,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",New York University,New York NY,USA,45.68753334,-112.4943339
813,Oliver,Smithies,United Kingdom,GB,Halifax,male,2007,Medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",University of North Carolina,Chapel Hill NC,USA,45.68753334,-112.4943339
819,Al,Gore,USA,US,Washington DC,male,2007,Peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",,,,,
823,Harald,zur Hausen,Germany,DE,Gelsenkirchen,male,2008,Medicine,"""for his discovery of human papilloma viruses causing cervical cancer""",German Cancer Research Center,Heidelberg,Germany,51.10627344,10.38171087
840,George E.,Smith,USA,US,White Plains NY,male,2009,Physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Bell Laboratories,Murray Hill NJ,USA,45.68753334,-112.4943339
883,Lloyd S.,Shapley,USA,US,Cambridge MA,male,2012,Economics,"""for the theory of stable allocations and the practice of market design""",University of California,Los Angeles CA,USA,45.68753334,-112.4943339
18,Heike,Kamerlingh Onnes,the Netherlands,NL,Groningen,male,1913,Physics,"""for his investigations on the properties of matter at low temperatures which led inter alia to the production of liquid helium""",Leiden University,Leiden,the Netherlands,52.07241686,5.221591771
72,Emilio,Segrè,Italy,IT,Tivoli,male,1959,Physics,"""for their discovery of the antiproton""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
84,Sin-Itiro,Tomonaga,Japan,JP,Kyoto,male,1965,Physics,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",Tokyo University of Education,Tokyo,Japan,37.55262259,137.9799595
89,Luis,Alvarez,USA,US,San Francisco CA,male,1968,Physics,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
413,Rosalyn,Yalow,USA,US,New York NY,female,1977,Medicine,"""for the development of radioimmunoassays of peptide hormones""",Veterans Administration Hospital,Bronx NY,USA,45.68753334,-112.4943339
416,Hamilton O.,Smith,USA,US,New York NY,male,1978,Medicine,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",Johns Hopkins University School of Medicine,Baltimore MD,USA,45.68753334,-112.4943339
424,Torsten N.,Wiesel,Sweden,SE,Uppsala,male,1981,Medicine,"""for their discoveries concerning information processing in the visual system""",Harvard Medical School,Boston MA,USA,45.68753334,-112.4943339
563,José,Ramos-Horta,East Timor,TL,Dili,male,1996,Peace,"""for their work towards a just and peaceful solution to the conflict in East Timor""",,,,,
596,George Bernard,Shaw,Ireland,IE,Dublin,male,1925,Literature,"""for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty""",,,,,
604,Erik Axel,Karlfeldt,Sweden,SE,Karlbo,male,1931,Literature,"""The poetry of Erik Axel Karlfeldt""",,,,,
628,Albert,Camus,French Algeria (now Algeria),DZ,Mondovi,male,1957,Literature,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",,,,,
635,Giorgos,Seferis,Ottoman Empire (now Turkey),TR,Smyrna (now Izmir),male,1963,Literature,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture""",,,,,
668,Nadine,Gordimer,South Africa,ZA,Springs,female,1991,Literature,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",,,,,
759,Daniel,Kahneman,British Mandate of Palestine (now Israel),IL,Tel Aviv,male,2002,Economics,"""for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty""",Princeton University,Princeton NJ,USA,45.68753334,-112.4943339
776,David J.,Gross,USA,US,Washington DC,male,2004,Physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",University of California Kavli Institute for Theoretical Physics,Santa Barbara CA,USA,45.68753334,-112.4943339
803,Craig C.,Mello,USA,US,New Haven CT,male,2006,Medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",University of Massachusetts Medical School,Worcester MA,USA,45.68753334,-112.4943339
865,Brian P.,Schmidt,USA,US,Missoula MT,male,2011,Physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Australian National University,Weston Creek,Australia,-25.73238311,134.4911178
872,Thomas J.,Sargent,USA,US,Pasadena CA,male,2011,Economics,"""for their empirical research on cause and effect in the macroeconomy""",New York University,New York NY,USA,45.68753334,-112.4943339
876,Serge,Haroche,Morocco,MA,Casablanca,male,2012,Physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",Collège de France,Paris,France,42.18202918,-2.754422149
911,William E.,Moerner,USA,US,Pleasanton CA,male,2014,Chemistry,"""for the development of super-resolved fluorescence microscopy""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
930,J. Michael,Kosterlitz,United Kingdom,GB,Aberdeen,male,2016,Physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",Brown University,Providence RI,USA,45.68753334,-112.4943339
942,Barry C.,Barish,USA,US,Omaha NE,male,2017,Physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",LIGO/VIRGO Collaboration,,,,
946,Richard,Henderson,Scotland,GB,Edinburgh,male,2017,Chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,
947,Kazuo,Ishiguro,Japan,JP,Nagasaki,male,2017,Literature,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",,,,,
969,Paul M.,Romer,USA,US,Denver CO,male,2018,Economics,"""for integrating technological innovations into long-run macroeconomic analysis""",NYU Stern School of Business,New York NY,USA,45.68753334,-112.4943339
1008,Joshua,Angrist,USA,US,Columbus OH,male,2021,Economics,"""for their methodological contributions to the analysis of causal relationships""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
250,Ilya,Prigogine,Russia,RU,Moscow,male,1977,Chemistry,"""for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures""",Université Libre de Bruxelles,Brussels,Belgium,50.63754659,4.639669963
254,Paul,Berg,USA,US,New York NY,male,1980,Chemistry,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
259,Aaron,Klug,Lithuania,LT,Zelvas,male,1982,Chemistry,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,
301,Ilya,Mechnikov,Russian Empire (now Ukraine),UA,Kharkov (now Kharkiv),male,1908,Medicine,"""in recognition of their work on immunity""",Institut Pasteur,Paris,France,42.18202918,-2.754422149
331,Otto,Loewi,Germany,DE,Frankfurt-on-the-Main,male,1936,Medicine,"""for their discoveries relating to chemical transmission of nerve impulses""",Graz University,Graz,Austria,47.58575716,14.13054447
346,Paul,Müller,Switzerland,CH,Olten,male,1948,Medicine,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,46.79908592,8.215912662
353,Selman A.,Waksman,Russian Empire (now Ukraine),UA,Priluka (now Nova Pryluka),male,1952,Medicine,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",Rutgers University,New Brunswick NJ,USA,45.68753334,-112.4943339
111,Arno,Penzias,Germany,DE,Munich,male,1978,Physics,"""for their discovery of cosmic microwave background radiation""",Bell Laboratories,Holmdel NJ,USA,45.68753334,-112.4943339
142,Georges,Charpak,Poland,PL,Dabrovica,male,1992,Physics,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",École Supérieure de Physique et Chimie,Paris,France,42.18202918,-2.754422149
147,Martin L.,Perl,USA,US,New York NY,male,1995,Physics,"""for the discovery of the tau lepton""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
190,Friedrich,Bergius,Germany (now Poland),PL,Goldschmieden near Breslau,male,1931,Chemistry,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",University of Heidelberg,Heidelberg,Germany,51.10627344,10.38171087
109,John H.,Van Vleck,USA,US,Middletown CT,male,1977,Physics,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
154,William D.,Phillips,USA,US,Wilkes-Barre PA,male,1997,Physics,"""for development of methods to cool and trap atoms with laser light""",National Institute of Standards and Technology,Gaithersburg MD,USA,45.68753334,-112.4943339
164,Adolf,von Baeyer,Prussia (now Germany),DE,Berlin,male,1905,Chemistry,"""in recognition of his services in the advancement of organic chemistry and the chemical industry through his work on organic dyes and hydroaromatic compounds""",Munich University,Munich,Germany,51.10627344,10.38171087
11,Albert A.,Michelson,Prussia (now Poland),PL,Strelno (now Strzelno),male,1907,Physics,"""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
54,Hideki,Yukawa,Japan,JP,Tokyo,male,1949,Physics,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",Columbia University,New York NY,USA,45.68753334,-112.4943339
70,Pavel A.,Cherenkov,Russia,RU,Novaya Chigla,male,1958,Physics,"""for the discovery and the interpretation of the Cherenkov effect""",P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),61.98434174,96.69345577
85,Julian,Schwinger,USA,US,New York NY,male,1965,Physics,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
87,Alfred,Kastler,Germany (now France),FR,Guebwiller,male,1966,Physics,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",École Normale Supérieure,Paris,France,42.18202918,-2.754422149
295,Niels Ryberg,Finsen,Faroe Islands (Denmark),DK,Thorshavn,male,1903,Medicine,"""in recognition of his contribution to the treatment of diseases especially lupus vulgaris with concentrated light radiation whereby he has opened a new avenue for medical science""",Finsen Medical Light Institute,Copenhagen,Denmark,55.96592133,10.050229
300,Alphonse,Laveran,France,FR,Paris,male,1907,Medicine,"""in recognition of his work on the role played by protozoa in causing diseases""",Institut Pasteur,Paris,France,42.18202918,-2.754422149
356,John F.,Enders,USA,US,West Hartford CT,male,1954,Medicine,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",Harvard Medical School,Boston MA,USA,45.68753334,-112.4943339
365,Edward,Tatum,USA,US,Boulder CO,male,1958,Medicine,"""for their discovery that genes act by regulating definite chemical events""",Rockefeller Institute for Medical Research,New York NY,USA,45.68753334,-112.4943339
116,James,Cronin,USA,US,Chicago IL,male,1980,Physics,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
137,Wolfgang,Paul,Germany,DE,Lorenzkirch,male,1989,Physics,"""for the development of the ion trap technique""",University of Bonn,Bonn,Germany,51.10627344,10.38171087
182,Richard,Zsigmondy,Austrian Empire (now Austria),AT,Vienna,male,1925,Chemistry,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry""",Goettingen University,Göttingen,Germany,51.10627344,10.38171087
209,William F.,Giauque,Canada,CA,Niagara Falls,male,1949,Chemistry,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
88,Hans,Bethe,Germany (now France),FR,Strasbourg,male,1967,Physics,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",Cornell University,Ithaca NY,USA,45.68753334,-112.4943339
91,Hannes,Alfvén,Sweden,SE,Norrköping,male,1970,Physics,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",Royal Institute of Technology,Stockholm,Sweden,62.7773784,16.75428435
394,Sir Bernard,Katz,Germany,DE,Leipzig,male,1970,Medicine,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",University College,London,United Kingdom,,
396,Julius,Axelrod,USA,US,New York NY,male,1970,Medicine,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",National Institutes of Health,Bethesda MD,USA,45.68753334,-112.4943339
397,Earl W.,Sutherland Jr.,USA,US,Burlingame KS,male,1971,Medicine,"""for his discoveries concerning the mechanisms of the action of hormones""",Vanderbilt University,Nashville TN,USA,45.68753334,-112.4943339
