awardyear,category,categoryfullname,sortorder,prizeamount,motivation,award_link,id,name,fullname,gender,laureate_link,birth_date,birth_citynow,birth_continent,birth_countryNow,birth_locationstring
1972,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,480000,for their pioneering contributions to general economic equilibrium theory and welfare theory,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1972,682,Kenneth J. Arrow,Kenneth J. Arrow,male,http://masterdataapi.nobelprize.org/2/laureate/682,23/08/1921,"New York, NY",North America,USA,"New York, NY, USA"
1994,Literature,The Nobel Prize in  Literature,1,7000000,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1994,671,Kenzaburo Oe,Kenzaburo Oe,male,http://masterdataapi.nobelprize.org/2/laureate/671,31/01/1935,Uchiko,Asia,Japan,"Uchiko, Japan"
2000,Peace,The Nobel Peace Prize,1,9000000,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2000,725,Kim Dae-jung,Kim Dae-jung,male,http://masterdataapi.nobelprize.org/2/laureate/725,3/12/1925,Mokpo,Asia,South Korea,"Mokpo, Korea (now South Korea)"
2017,Physics,The Nobel Prize in Physics,3,9000000,for decisive contributions to the LIGO detector and the observation of gravitational waves,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2017,943,Kip S. Thorne,Kip S. Thorne,male,http://masterdataapi.nobelprize.org/2/laureate/943,1/06/1940,"Logan, UT",North America,USA,"Logan, UT, USA"
1908,Peace,The Nobel Peace Prize,1,139800,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1908,473,Klas Pontus Arnoldson,Klas Pontus Arnoldson,male,http://masterdataapi.nobelprize.org/2/laureate/473,1844-10-27,Gothenburg,Europe,Sweden,"Gothenburg, Sweden"
1985,Physics,The Nobel Prize in Physics,1,1800000,for the discovery of the quantized Hall effect,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1985,126,Klaus von Klitzing,Klaus von Klitzing,male,http://masterdataapi.nobelprize.org/2/laureate/126,28/06/1943,Schroda,Europe,Poland,"Schroda, German-occupied Poland (now Poland)"
1920,Literature,The Nobel Prize in  Literature,1,134100,"for his monumental work, <I>Growth of the Soil</I>",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1920,589,Knut Hamsun,Knut Pedersen Hamsun,male,http://masterdataapi.nobelprize.org/2/laureate/589,1859-08-04,Lom,Europe,Norway,"Lom, Norway"
2001,Peace,The Nobel Peace Prize,2,10000000,for their work for a better organized and more peaceful world,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2001,749,Kofi Annan,Kofi Atta Annan,male,http://masterdataapi.nobelprize.org/2/laureate/749,8/04/1938,Kumasi,Africa,Ghana,"Kumasi, Gold Coast (now Ghana)"
2002,Chemistry,The Nobel Prize in Chemistry,2,10000000,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2002,757,Koichi Tanaka,Koichi Tanaka,male,http://masterdataapi.nobelprize.org/2/laureate/757,3/08/1959,Toyama City,Asia,Japan,"Toyama City, Japan"
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,273000,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1964,378,Konrad Bloch,Konrad Bloch,male,http://masterdataapi.nobelprize.org/2/laureate/378,21/01/1912,Nysa,Europe,Poland,"Neisse, Germany (now Nysa, Poland)"
1973,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,510000,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1973,401,Konrad Lorenz,Konrad Lorenz,male,http://masterdataapi.nobelprize.org/2/laureate/401,7/11/1903,Vienna,Europe,Austria,"Vienna, Austria"
2010,Physics,The Nobel Prize in Physics,2,10000000,for groundbreaking experiments regarding the two-dimensional material graphene,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2010,850,Konstantin Novoselov,Konstantin Novoselov,male,http://masterdataapi.nobelprize.org/2/laureate/850,23/08/1974,Nizhny Tagil,Europe,Russia,"Nizhny Tagil, Russia"
1950,Chemistry,The Nobel Prize in Chemistry,2,164304,for their discovery and development of the diene synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1950,211,Kurt Alder,Kurt Alder,male,http://masterdataapi.nobelprize.org/2/laureate/211,10/07/1902,Chorzów,Europe,Poland,"Königshütte, Prussia (now Chorzów, Poland)"
2002,Chemistry,The Nobel Prize in Chemistry,3,10000000,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2002,758,Kurt Wüthrich,Kurt Wüthrich,male,http://masterdataapi.nobelprize.org/2/laureate/758,4/10/1938,Aarberg,Europe,Switzerland,"Aarberg, Switzerland"
1968,Chemistry,The Nobel Prize in Chemistry,1,350000,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1968,236,Lars Onsager,Lars Onsager,male,http://masterdataapi.nobelprize.org/2/laureate/236,27/11/1903,Oslo,Europe,Norway,"Kristiania (now Oslo), Norway"
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,8000000,for their empirical analysis of asset prices,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,895,Lars Peter Hansen,Lars Peter Hansen,male,http://masterdataapi.nobelprize.org/2/laureate/895,26/10/1952,"Urbana, IL",North America,USA,"Urbana, IL, USA"
1915,Physics,The Nobel Prize in Physics,2,149223,for their services in the analysis of crystal structure by means of X-rays,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1915,21,Lawrence Bragg,William Lawrence Bragg,male,http://masterdataapi.nobelprize.org/2/laureate/21,1890-03-31,Adelaide,Oceania,Australia,"Adelaide, Australia"
1980,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,880000,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1980,694,Lawrence R. Klein,Lawrence R. Klein,male,http://masterdataapi.nobelprize.org/2/laureate/694,14/09/1920,"Omaha, NE",North America,USA,"Omaha, NE, USA"
1973,Peace,The Nobel Peace Prize,2,510000,for jointly having negotiated a cease fire in Vietnam in 1973,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1973,531,Le Duc Tho ,Le Duc Tho ,male,http://masterdataapi.nobelprize.org/2/laureate/531,14/10/1911,Nam Ha province,Asia,Vietnam,"Nam Ha province, Vietnam"
1963,Peace,The Nobel Peace Prize,2,265000,for promoting the principles of the Geneva Convention and cooperation with the UN,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1963,523,League of Red Cross Societies,NULL,NULL,http://masterdataapi.nobelprize.org/2/laureate/523,NULL,NULL,NULL,NULL,NULL
1983,Peace,The Nobel Peace Prize,1,1500000,for non-violent struggle for free trade unions and human rights in Poland,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1983,545,Lech Walesa,Lech Walesa,male,http://masterdataapi.nobelprize.org/2/laureate/545,29/09/1943,Popowo,Europe,Poland,"Popowo, Poland"
2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,10000000,for their discoveries of key regulators of the cell cycle,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2001,735,Leland Hartwell,Leland H. Hartwell,male,http://masterdataapi.nobelprize.org/2/laureate/735,30/10/1939,"Los Angeles, CA",North America,USA,"Los Angeles, CA, USA"
1973,Physics,The Nobel Prize in Physics,1,510000,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1973,97,Leo Esaki,Leo Esaki,male,http://masterdataapi.nobelprize.org/2/laureate/97,12/03/1925,Osaka,Asia,Japan,"Osaka, Japan"
1920,Peace,The Nobel Peace Prize,1,134100,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1920,484,Léon Bourgeois,Léon Victor Auguste Bourgeois,male,http://masterdataapi.nobelprize.org/2/laureate/484,1851-05-21,Paris,Europe,France,"Paris, France"
1951,Peace,The Nobel Peace Prize,1,167612,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1951,512,Léon Jouhaux,Léon Jouhaux,male,http://masterdataapi.nobelprize.org/2/laureate/512,1879-07-01,Paris,Europe,France,"Paris, France"
1988,Physics,The Nobel Prize in Physics,1,2500000,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1988,132,Leon M. Lederman,Leon M. Lederman,male,http://masterdataapi.nobelprize.org/2/laureate/132,15/07/1922,"New York, NY",North America,USA,"New York, NY, USA"
1972,Physics,The Nobel Prize in Physics,2,480000,"for their jointly developed theory of superconductivity, usually called the BCS-theory",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1972,95,Leon N. Cooper,Leon Neil Cooper,male,http://masterdataapi.nobelprize.org/2/laureate/95,28/02/1930,"New York, NY",North America,USA,"New York, NY, USA"
2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,10000000,for having laid the foundations of mechanism design theory,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,820,Leonid Hurwicz,Leonid Hurwicz,male,http://masterdataapi.nobelprize.org/2/laureate/820,21/08/1917,Moscow,Europe,Russia,"Moscow, Russia"
1975,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,630000,for their contributions to the theory of optimum allocation of resources,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1975,686,Leonid Vitaliyevich Kantorovich,Leonid Vitaliyevich Kantorovich,male,http://masterdataapi.nobelprize.org/2/laureate/686,19/01/1912,St. Petersburg,Europe,Russia,"St. Petersburg, Russian Empire (now Russia)"
1939,Chemistry,The Nobel Prize in Chemistry,2,148822,for his work on polymethylenes and higher terpenes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1939,200,Leopold Ruzicka,Leopold Ruzicka,male,http://masterdataapi.nobelprize.org/2/laureate/200,1887-09-13,Vukovar,Europe,Croatia,"Vukovar, Austria-Hungary (now Croatia)"
1957,Peace,The Nobel Peace Prize,1,208629,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1957,516,Lester Bowles Pearson,Lester Bowles Pearson,male,http://masterdataapi.nobelprize.org/2/laureate/516,1897-04-23,Toronto,North America,Canada,"Toronto, Canada"
1962,Physics,The Nobel Prize in Physics,1,257220,"for his pioneering theories for condensed matter, especially liquid helium",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1962,77,Lev Landau,Lev Davidovich Landau,male,http://masterdataapi.nobelprize.org/2/laureate/77,22/01/1908,Baku,Asia,Azerbaijan,"Baku, Russian Empire (now Azerbaijan)"
2011,Peace,The Nobel Peace Prize,2,10000000,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2011,870,Leymah Gbowee,Leymah Gbowee,female,http://masterdataapi.nobelprize.org/2/laureate/870,1/02/1972,Monrovia,Africa,Liberia,"Monrovia, Liberia"
2004,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,10000000,for their discoveries of odorant receptors and the organization of the olfactory system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2004,775,Linda B. Buck,Linda B. Buck,female,http://masterdataapi.nobelprize.org/2/laureate/775,29/01/1947,"Seattle, WA",North America,USA,"Seattle, WA, USA"
1962,Peace,The Nobel Peace Prize,1,257220,for his fight against the nuclear arms race between East and West,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1962,217,Linus Pauling,Linus Carl Pauling,male,http://masterdataapi.nobelprize.org/2/laureate/217,28/02/1901,"Portland, OR",North America,USA,"Portland, OR, USA"
2010,Peace,The Nobel Peace Prize,1,10000000,for his long and non-violent struggle for fundamental human rights in China,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2010,855,Liu Xiaobo,Liu Xiaobo,male,http://masterdataapi.nobelprize.org/2/laureate/855,28/12/1955,Changchun,Asia,China,"Changchun, China"
2012,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,8000000,for the theory of stable allocations and the practice of market design,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2012,883,Lloyd S. Shapley,Lloyd S. Shapley,male,http://masterdataapi.nobelprize.org/2/laureate/883,2/06/1923,"Cambridge, MA",North America,USA,"Cambridge, MA, USA"
1949,Peace,The Nobel Peace Prize,1,156290,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1949,510,Lord Boyd Orr,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",male,http://masterdataapi.nobelprize.org/2/laureate/510,1880-09-23,Kilmaurs,Europe,Scotland,"Kilmaurs, Scotland"
1904,Physics,The Nobel Prize in Physics,1,140859,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1904,8,Lord Rayleigh,Lord Rayleigh (John William Strutt),male,http://masterdataapi.nobelprize.org/2/laureate/8,1842-11-12,"Langford Grove, Maldon, Essex",Europe,United Kingdom,"Langford Grove, Maldon, Essex, United Kingdom"
1957,Chemistry,The Nobel Prize in Chemistry,1,208629,for his work on nucleotides and nucleotide co-enzymes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1957,221,Lord Todd,Lord (Alexander R.) Todd,male,http://masterdataapi.nobelprize.org/2/laureate/221,2/10/1907,Glasgow,Europe,Scotland,"Glasgow, Scotland"
1929,Physics,The Nobel Prize in Physics,1,172760,for his discovery of the wave nature of electrons,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1929,36,Louis de Broglie,Prince Louis-Victor Pierre Raymond de Broglie,male,http://masterdataapi.nobelprize.org/2/laureate/36,1892-08-15,Dieppe,Europe,France,"Dieppe, France"
1998,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,7600000,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1998,459,Louis J. Ignarro,Louis J. Ignarro,male,http://masterdataapi.nobelprize.org/2/laureate/459,31/05/1941,"Brooklyn, NY",North America,USA,"Brooklyn, NY, USA"
1970,Physics,The Nobel Prize in Physics,2,400000,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1970,92,Louis Néel,Louis Eugène Félix Néel,male,http://masterdataapi.nobelprize.org/2/laureate/92,22/11/1904,Lyon,Europe,France,"Lyon, France"
1907,Peace,The Nobel Peace Prize,2,138796,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1907,472,Louis Renault,Louis Renault,male,http://masterdataapi.nobelprize.org/2/laureate/472,1843-05-21,Autun,Europe,France,"Autun, France"
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,10000000,for their discovery of human immunodeficiency virus,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2008,825,Luc Montagnier,Luc Montagnier,male,http://masterdataapi.nobelprize.org/2/laureate/825,18/08/1932,Chabris,Europe,France,"Chabris, France"
1927,Peace,The Nobel Peace Prize,2,126501,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1927,493,Ludwig Quidde,Ludwig Quidde,male,http://masterdataapi.nobelprize.org/2/laureate/493,1858-03-23,Bremen,Europe,Germany,"Bremen, Germany"
1934,Literature,The Nobel Prize in  Literature,1,162608,for his bold and ingenious revival of dramatic and scenic art,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1934,607,Luigi Pirandello,Luigi Pirandello,male,http://masterdataapi.nobelprize.org/2/laureate/607,1867-06-28,"Agrigento, Sicily",Europe,Italy,"Agrigento, Sicily, Italy"
1968,Physics,The Nobel Prize in Physics,1,350000,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1968,89,Luis Alvarez,Luis Walter Alvarez,male,http://masterdataapi.nobelprize.org/2/laureate/89,13/06/1911,"San Francisco, CA",North America,USA,"San Francisco, CA, USA"
1970,Chemistry,The Nobel Prize in Chemistry,1,400000,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1970,239,Luis Leloir,Luis F. Leloir,male,http://masterdataapi.nobelprize.org/2/laureate/239,6/09/1906,Paris,Europe,France,"Paris, France"
2019,Chemistry,The Nobel Prize in Chemistry,2,9000000,for the development of lithium-ion batteries,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2019,977,M. Stanley Whittingham,M. Stanley Whittingham,male,http://masterdataapi.nobelprize.org/2/laureate/977,22/12/1941,NULL,Europe,United Kingdom,United Kingdom
1976,Peace,The Nobel Peace Prize,2,681000,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1976,536,Mairead Corrigan,Mairead Corrigan,female,http://masterdataapi.nobelprize.org/2/laureate/536,27/01/1944,Belfast,Europe,Northern Ireland,"Belfast, Northern Ireland"
2008,Physics,The Nobel Prize in Physics,2,10000000,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2008,827,Makoto Kobayashi,Makoto Kobayashi,male,http://masterdataapi.nobelprize.org/2/laureate/827,7/04/1944,Nagoya,Asia,Japan,"Nagoya, Japan"
2014,Peace,The Nobel Peace Prize,2,8000000,for their struggle against the suppression of children and young people and for the right of all children to education,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2014,914,Malala Yousafzai,Malala Yousafzai,female,http://masterdataapi.nobelprize.org/2/laureate/914,12/07/1997,Mingora,Asia,Pakistan,"Mingora, Pakistan"
1967,Chemistry,The Nobel Prize in Chemistry,1,320000,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1967,233,Manfred Eigen,Manfred Eigen,male,http://masterdataapi.nobelprize.org/2/laureate/233,9/05/1927,Bochum,Europe,Germany,"Bochum, Germany"
1924,Physics,The Nobel Prize in Physics,1,116719,for his discoveries and research in the field of X-ray spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1924,29,Manne Siegbahn,Karl Manne Georg Siegbahn,male,http://masterdataapi.nobelprize.org/2/laureate/29,1886-12-03,Örebro,Europe,Sweden,"Örebro, Sweden"
1963,Physics,The Nobel Prize in Physics,2,265000,for their discoveries concerning nuclear shell structure,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1963,79,Maria Goeppert Mayer,Maria Goeppert Mayer,female,http://masterdataapi.nobelprize.org/2/laureate/79,28/06/1906,Katowice,Europe,Poland,"Kattowitz, Germany (now Katowice, Poland)"
1903,Physics,The Nobel Prize in Physics,3,141358,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1903,6,Marie Curie,"Marie Curie, née Sklodowska",female,http://masterdataapi.nobelprize.org/2/laureate/6,1867-11-07,Warsaw,Europe,Poland,"Warsaw, Russian Empire (now Poland)"
1995,Chemistry,The Nobel Prize in Chemistry,2,7200000,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1995,282,Mario J. Molina,Mario J. Molina,male,http://masterdataapi.nobelprize.org/2/laureate/282,19/03/1943,Mexico City,North America,Mexico,"Mexico City, Mexico"
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,10000000,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2007,811,Mario R. Capecchi,Mario R. Capecchi,male,http://masterdataapi.nobelprize.org/2/laureate/811,6/10/1937,Verona,Europe,Italy,"Verona, Italy"
2010,Literature,The Nobel Prize in  Literature,1,10000000,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2010,854,Mario Vargas Llosa,Mario Vargas Llosa,male,http://masterdataapi.nobelprize.org/2/laureate/854,28/03/1936,Arequipa,South America,Peru,"Arequipa, Peru"
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,350000,for their interpretation of the genetic code and its function in protein synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1968,390,Marshall W. Nirenberg,Marshall W. Nirenberg,male,http://masterdataapi.nobelprize.org/2/laureate/390,10/04/1927,"New York, NY",North America,USA,"New York, NY, USA"
2008,Chemistry,The Nobel Prize in Chemistry,2,10000000,"for the discovery and development of the green fluorescent protein, GFP",https://masterdataapi.nobelprize.org/2/nobelPrize/che/2008,830,Martin Chalfie,Martin Chalfie,male,http://masterdataapi.nobelprize.org/2/laureate/830,15/01/1947,"Chicago, IL",North America,USA,"Chicago, IL, USA"
2013,Chemistry,The Nobel Prize in Chemistry,1,8000000,for the development of multiscale models for complex chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,889,Martin Karplus,Martin Karplus,male,http://masterdataapi.nobelprize.org/2/laureate/889,15/03/1930,Vienna,Europe,Austria,"Vienna, Austria"
1995,Physics,The Nobel Prize in Physics,1,7200000,for the discovery of the tau lepton,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1995,147,Martin L. Perl,Martin L. Perl,male,http://masterdataapi.nobelprize.org/2/laureate/147,24/06/1927,"New York, NY",North America,USA,"New York, NY, USA"
1964,Peace,The Nobel Peace Prize,1,273000,for his non-violent struggle for civil rights for the Afro-American population,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1964,524,Martin Luther King Jr.,Martin Luther King Jr.,male,http://masterdataapi.nobelprize.org/2/laureate/524,15/01/1929,"Atlanta, GA",North America,USA,"Atlanta, GA, USA"
1994,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,7000000,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1994,451,Martin Rodbell,Martin Rodbell,male,http://masterdataapi.nobelprize.org/2/laureate/451,1/12/1925,"Baltimore, MD",North America,USA,"Baltimore, MD, USA"
1974,Physics,The Nobel Prize in Physics,1,550000,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1974,100,Martin Ryle,Sir Martin Ryle,male,http://masterdataapi.nobelprize.org/2/laureate/100,27/09/1918,Brighton,Europe,United Kingdom,"Brighton, United Kingdom"
1999,Physics,The Nobel Prize in Physics,2,7900000,for elucidating the quantum structure of electroweak interactions in physics,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1999,159,Martinus J.G. Veltman,Martinus J.G. Veltman,male,http://masterdataapi.nobelprize.org/2/laureate/159,27/06/1931,Waalwijk,Europe,the Netherlands,"Waalwijk, the Netherlands"
2008,Peace,The Nobel Peace Prize,1,10000000,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2008,833,Martti Ahtisaari,Martti Ahtisaari,male,http://masterdataapi.nobelprize.org/2/laureate/833,23/06/1937,Vyborg,Europe,Finland,"Viipuri (now Vyborg), Finland"
2002,Physics,The Nobel Prize in Physics,2,10000000,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2002,754,Masatoshi Koshiba,Masatoshi Koshiba,male,http://masterdataapi.nobelprize.org/2/laureate/754,19/09/1926,Toyohashi,Asia,Japan,"Toyohashi, Japan"
1988,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,2500000,for his pioneering contributions to the theory of markets and efficient utilization of resources,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1988,702,Maurice Allais,Maurice Allais,male,http://masterdataapi.nobelprize.org/2/laureate/702,31/05/1911,Paris,Europe,France,"Paris, France"
1911,Literature,The Nobel Prize in  Literature,1,140695,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1911,581,Maurice Maeterlinck,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,male,http://masterdataapi.nobelprize.org/2/laureate/581,1862-08-29,Ghent,Europe,Belgium,"Ghent, Belgium"
1962,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,257220,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1962,374,Maurice Wilkins,Maurice Hugh Frederick Wilkins,male,http://masterdataapi.nobelprize.org/2/laureate/374,15/12/1916,Pongaroa,Oceania,New Zealand,"Pongaroa, New Zealand"
1954,Physics,The Nobel Prize in Physics,1,181647,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1954,61,Max Born,Max Born,male,http://masterdataapi.nobelprize.org/2/laureate/61,1882-12-11,Wroclaw,Europe,Poland,"Breslau, Germany (now Wroclaw, Poland)"
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,375000,for their discoveries concerning the replication mechanism and the genetic structure of viruses,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1969,391,Max Delbrück,Max Delbrück,male,http://masterdataapi.nobelprize.org/2/laureate/391,4/09/1906,Berlin,Europe,Germany,"Berlin, Germany"
1962,Chemistry,The Nobel Prize in Chemistry,1,257220,for their studies of the structures of globular proteins,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1962,226,Max F. Perutz,Max Ferdinand Perutz,male,http://masterdataapi.nobelprize.org/2/laureate/226,19/05/1914,Vienna,Europe,Austria,"Vienna, Austria"
1918,Physics,The Nobel Prize in Physics,1,138198,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1918,23,Max Planck,Max Karl Ernst Ludwig Planck,male,http://masterdataapi.nobelprize.org/2/laureate/23,1858-04-23,Kiel,Europe,Germany,"Kiel, Schleswig (now Germany)"
1951,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,167612,for his discoveries concerning yellow fever and how to combat it,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1951,352,Max Theiler,Max Theiler,male,http://masterdataapi.nobelprize.org/2/laureate/352,1899-01-30,Pretoria,Africa,South Africa,"Pretoria, South Africa"
